q,h(q),τ(q),α(q),f(α)
-5.0,0.5447529176377064,-3.7237645881885317,0.6399652789279492,0.5239381935487857
-4.8,0.5407857359172795,-3.595771532402942,0.6371240136846428,0.5375762667166564
-4.6,0.5367206484162336,-3.4689149827146744,0.6311483727223592,0.5656324681918221
-4.3999999999999995,0.5325709507531814,-3.343312183313998,0.6245845285711962,0.5951402576007352
-4.199999999999999,0.5283526598300468,-3.219081171286196,0.6174398827123921,0.6258336638941495
-3.999999999999999,0.5240840575572603,-3.0963362302290407,0.6097461172364174,0.6573517612833717
-3.799999999999999,0.5197849274714814,-2.9751827243916287,0.6015609236708199,0.6892512144425136
-3.5999999999999988,0.5154755168779759,-2.855711860760713,0.5929665961690107,0.7210321145522749
-3.3999999999999986,0.5111753193894192,-2.737996085924024,0.5840650405688903,0.7521749479897981
-3.1999999999999984,0.5069018264166116,-2.6220858445331565,0.5749695543998836,0.7821832704535299
-2.9999999999999982,0.5026694213880237,-2.5080082641640704,0.5657945913675588,0.810624490061395
-2.799999999999998,0.49848857428076193,-2.3957680079861325,0.5566453130486559,0.837161131449897
-2.599999999999998,0.494365438055619,-2.285350138944608,0.5476088017069163,0.8615672545066269
-2.3999999999999977,0.4903018697097363,-2.1767244873033658,0.5387483283035905,0.8837284993747496
-2.1999999999999975,0.4862958216468968,-2.0698508076231716,0.530101241539346,0.9036280762366118
-1.9999999999999973,0.48234199534381444,-1.9646839906876274,0.5216801895824599,0.921323611522709
-1.7999999999999972,0.478432628772327,-1.8611787317901873,0.5134767813203034,0.9369205254136427
-1.599999999999997,0.4745582988496919,-1.7592932781595056,0.5054665569973116,0.9505467869638087
-1.3999999999999968,0.4707086492794744,-1.6589921089912627,0.4976142262199188,0.962332192283378
-1.1999999999999966,0.46687298972628294,-1.560247587671538,0.48987841113231223,0.972393494312765
-0.9999999999999964,0.46304074453833927,-1.4630407445383375,0.48221546297423235,0.980825281564107
-0.7999999999999963,0.4592017531023085,-1.367361402481845,0.4745822037343874,0.9876956394943368
-0.5999999999999961,0.45534643840764033,-1.2732078630445824,0.4669376391369653,0.9930452795624051
-0.3999999999999959,0.45146586706765174,-1.1805863468270588,0.4592437948864352,0.9968888288724865
-0.19999999999999574,0.4475517254500496,-1.089510345090008,0.45146586706765124,0.9992171716764797
4.440892098500626e-15,0.444830970940772,-0.999999999999998,0.4435718776162174,1.0
0.20000000000000462,0.4395920297823849,-0.912081594043521,0.43553201094333716,0.9991879962321903
0.4000000000000048,0.435532010943337,-0.8257871956226631,0.42731779501587575,0.9967143136290155
0.600000000000005,0.43140920660471216,-0.7411544760371706,0.4189012888246477,0.9924952493319612
0.8000000000000052,0.4272166498839925,-0.6582266800928038,0.4102544508715411,0.9864302407900388
1.0000000000000053,0.42294730431144373,-0.577052695688554,0.4013488866493835,0.9784015823379397
1.2000000000000055,0.41859406213912287,-0.49768712543305027,0.39215619752985953,0.9682745624688839
1.4000000000000057,0.41414984523099113,-0.42019021667661005,0.3826491626985733,0.9558990444546148
1.6000000000000059,0.4096078372789855,-0.3446274603536208,0.3728039564388703,0.9411137906558155
1.800000000000006,0.40496186994385325,-0.27106863410106175,0.362603506954964,0.9237549466199991
2.000000000000006,0.40020697121418125,-0.19958605757163506,0.3520419144945683,0.9036698865607738
2.2000000000000064,0.3953400598621651,-0.13025186830323432,0.3411295582679782,0.8807368964927885
2.4000000000000066,0.3903607357231474,-0.06313423426444364,0.32989816590517945,0.8548898324368766
2.6000000000000068,0.385272076176475,0.0017073980588375726,0.318404786862683,0.8261450477841403
2.800000000000007,0.3800813144573668,0.06422768048062966,0.3067334484467013,0.7946259751701361
3.000000000000007,0.37480025914583853,0.1244007774375182,0.29499343623816765,0.7605795312769869
3.2000000000000064,0.36944532967996696,0.18222505497589658,0.2833137093460984,0.7243788149316202
3.4000000000000075,0.36403713563998674,0.23772626117595763,0.2718338494939756,0.6865088271035614
3.6000000000000085,0.3585996096593012,0.2909585947734874,0.2606928804983436,0.6475357750205518
3.800000000000008,0.353158792993498,0.34200341337529516,0.25001792221335284,0.6080646910354476
4.000000000000007,0.34774144091470643,0.3909657636588282,0.23991469516599107,0.5686930170051377
4.200000000000008,0.34237364081944976,0.4379692914416917,0.23046134878958557,0.5299683734745696
4.400000000000009,0.3370796143578772,0.4831503031746629,0.2217061835166454,0.4923569042985789
4.6000000000000085,0.3318808184452929,0.52665176484835,0.2136689299036112,0.4562253127082634
4.800000000000008,0.3267953906533551,0.5686178751361071,0.20983055143878623,0.4385687717700686
