q,h(q),τ(q),α(q),f(α)
-5.0,0.621200330498529,-4.106001652492645,0.7273185776592566,0.4694087641963618
-4.8,0.6167787368668319,-3.9605379369607934,0.7241782792976625,0.48448219633201317
-4.6,0.6122457262551261,-3.81633034077358,0.7175573998500031,0.5155663014635659
-4.3999999999999995,0.6076170402319983,-3.6735149770207918,0.7102441673700532,0.5484406405925579
-4.199999999999999,0.6029125413870376,-3.5322326738255576,0.7022269535081538,0.5828794690913122
-3.999999999999999,0.5981560489043826,-3.39262419561753,0.6935214398276504,0.6185384363069288
-3.799999999999999,0.5933747626038153,-3.2548240978944976,0.6841763941339503,0.6549538001854871
-3.5999999999999988,0.5885982327677639,-3.1189536379639495,0.6742764629099831,0.6915583714880111
-3.3999999999999986,0.583856915508972,-2.985113512730504,0.663940464354237,0.727715933926099
-3.1999999999999984,0.5791804538194548,-2.8533774522222544,0.653314444186945,0.7627712308240318
-2.9999999999999982,0.5745959116852423,-2.723787735055726,0.6425600434135967,0.7961076048149367
-2.799999999999998,0.5701262267345774,-2.5963534348568156,0.6318401024494689,0.8272011479983039
-2.599999999999998,0.5657891131061306,-2.471051694075938,0.6213043100220279,0.8556604880186669
-2.3999999999999977,0.561596546186669,-2.3478317108480042,0.6110776779854428,0.881245283682943
-2.1999999999999975,0.5575548285826192,-2.226620622881761,0.6012536873016687,0.9038625108180911
-1.9999999999999973,0.553665117963669,-2.1073302359273365,0.5918925336048044,0.9235451687177292
-1.7999999999999972,0.549924227466578,-1.9898636094398388,0.5830235934144303,0.9404211412938659
-1.599999999999997,0.5463254991009785,-1.874120798561564,0.5746504656770837,0.9546800534782318
-1.3999999999999968,0.5428595879778619,-1.760003423169005,0.5667568265916048,0.9665438659407601
-1.1999999999999966,0.5395150566041031,-1.647418067924922,0.5593117046609279,0.9762440223318103
-0.9999999999999964,0.5362787413046356,-1.5362787413046337,0.5522733648143054,0.9840053764903303
-0.7999999999999963,0.5331359024990021,-1.4265087219991996,0.5455915506372433,0.990035481489407
-0.5999999999999961,0.5300702017495635,-1.3180421210497362,0.5392082423289284,0.9945171756523812
-0.3999999999999959,0.5270635626690757,-1.210825425067628,0.5330573152030533,0.9976024989864088
-0.19999999999999574,0.5240959748425842,-1.1048191949685147,0.5270635626690754,0.9994064824347019
4.440892098500626e-15,0.5235780752559628,-0.9999999999999977,0.5211415368944556,1.0
0.20000000000000462,0.5181870989463271,-0.8963625802107322,0.5151946167131503,0.9994015035533647
0.4000000000000048,0.5151946167131504,-0.7939221533147374,0.5091146777541344,0.9975680244163936
0.600000000000005,0.5121388181515321,-0.6927167091090782,0.5027827354700387,0.9943863503911039
0.8000000000000052,0.5089886760915945,-0.5928090591267218,0.4960709564727799,0.9896658243049482
1.0000000000000053,0.5057116734800312,-0.4942883265199661,0.48884646300862367,0.9831347895285925
1.2000000000000055,0.5022746050639376,-0.3972704739232721,0.48097734268405457,0.9744432851441402
1.4000000000000057,0.4986447218240379,-0.30189738944634414,0.47234115513463093,0.9631750066348301
1.6000000000000059,0.49479124258161095,-0.20833401186941958,0.46283592712091637,0.9488714952628885
1.800000000000006,0.4906872118900109,-0.11676301859797744,0.45239309602160144,0.9310705914368628
2.000000000000006,0.4863116132696091,-0.027376773460778825,0.4409911132013621,0.9093589998635058
2.2000000000000064,0.4816515575829839,0.05963342668256755,0.42866758696150326,0.8834352646327424
2.4000000000000066,0.47670427555159145,0.14409026132382263,0.4155272116584864,0.8531750466565474
2.6000000000000068,0.47147858128690734,0.22584431134596228,0.40174267748408676,0.818686650112666
2.800000000000007,0.46599547582766226,0.30478733231745747,0.3875466068320601,0.7803431668123135
3.000000000000007,0.46028765135959443,0.38086295407878645,0.37321434695317657,0.7387800867807459
3.2000000000000064,0.4543978347183516,0.45407307109872797,0.3590397359341526,0.6948540838905628
3.4000000000000075,0.44837613189777775,0.5244788484524476,0.34530794331413683,0.6495681588156201
3.6000000000000085,0.4422767356734388,0.5921962484243835,0.3322703478174236,0.6039770037183443
3.800000000000008,0.4361544704156352,0.6573869875794172,0.32012577310326984,0.5590909502130108
4.000000000000007,0.43006163941642195,0.7202465576656909,0.30901054497200797,0.5157956222223432
4.200000000000008,0.42404552513528976,0.7809912055682204,0.2989975409233716,0.4747984663099427
4.400000000000009,0.41814672137159914,0.8398455740350401,0.290102511343318,0.43660547587556175
4.6000000000000085,0.4123983065446835,0.8970322101055477,0.2822949585651626,0.4015245992942027
4.800000000000008,0.4068257411377295,0.9527635574611049,0.2786567367777869,0.3847887790722744
