q,h(q),τ(q),α(q),f(α)
-5.0,0.6226939086911625,-4.113469543455812,0.6760212225901102,0.733363430505261
-4.8,0.6204719372787063,-3.97826529893779,0.6743093544450556,0.7415803976015232
-4.6,0.6182056090603891,-3.8437458016777897,0.6708029351604914,0.7580522999395294
-4.3999999999999995,0.6158963920167259,-3.7099441248735934,0.6671313316314436,0.7745662656952419
-4.199999999999999,0.6135460164345744,-3.576893269025212,0.663295587943102,0.7910517996641842
-3.999999999999999,0.6111564724240882,-3.4446258896963524,0.6592981475434669,0.8074332995224851
-3.799999999999999,0.6087300026336383,-3.313174010007825,0.6551429120291816,0.8236309442969354
-3.5999999999999988,0.6062690902457444,-3.1825687248846792,0.6508352624372806,0.8395617801104698
-3.3999999999999986,0.6037764426567391,-3.0528399050329122,0.646382039749489,0.8551409698846504
-3.1999999999999984,0.6012549715577764,-2.9240159089848836,0.6417914847327113,0.8702831578402086
-2.9999999999999982,0.5987077703799428,-2.7961233111398274,0.6370731414063435,0.8849038869207979
-2.799999999999998,0.5961380901508382,-2.6691866524223458,0.6322377328544766,0.8989210004298125
-2.599999999999998,0.5935493146146299,-2.5432282179980366,0.6272970220006044,0.9122559607964664
-2.3999999999999977,0.5909449348425437,-2.418267843622104,0.6222636721997565,0.9248350303426895
-2.1999999999999975,0.5883285223264252,-2.294322749118134,0.6171511215606502,0.9365902816847049
-1.9999999999999973,0.5857036974989225,-2.1714073949978436,0.6119734788602882,0.9474604372772688
-1.7999999999999972,0.5830740875411221,-2.049533357574018,0.6067454354165651,0.9573915738242027
-1.599999999999997,0.5804432630195119,-1.9287092208312173,0.601482163688396,0.9663377589297855
-1.3999999999999968,0.5778146372133296,-1.8089404920986596,0.5961991370272504,0.974261700260511
-1.1999999999999966,0.5751913050169325,-1.690229566020317,0.5909117540267155,0.9811354611882604
-0.9999999999999964,0.5725757904879754,-1.5725757904879734,0.5856345857832346,0.9869412047047409
-0.7999999999999963,0.5699696646337815,-1.455975731707023,0.5803799908496869,0.9916717390272756
-0.5999999999999961,0.5673729902468341,-1.3404237941480983,0.5751557766038302,0.9953303281858024
-0.3999999999999959,0.5647835526637328,-1.2259134210654907,0.5699615600217309,0.9979287970568007
-0.19999999999999574,0.5621958506970409,-1.1124391701394059,0.5647835526637324,0.9994824596066618
4.440892098500626e-15,0.5548364678085564,-0.9999999999999976,0.5595877476884579,1.0
0.20000000000000462,0.5569796446798752,-0.8886040710640224,0.5543120142605511,0.9994664739161352
0.4000000000000048,0.5543120142605513,-0.7782751942957769,0.5488584538803334,0.9978185758479128
0.600000000000005,0.5515655174801806,-0.6690606895118889,0.5430884371580922,0.9949137518067469
0.8000000000000052,0.5487002257093218,-0.5610398194325398,0.5368236341796953,0.9904987267762988
1.0000000000000053,0.5456687641599866,-0.45433123584001056,0.529856400721767,0.9841876365617803
1.2000000000000055,0.5424189507134701,-0.3490972591438328,0.5219713862999615,0.9754629227037895
1.4000000000000057,0.538898084771408,-0.24554268132002577,0.5129770347544961,0.9637105299763232
1.6000000000000059,0.5350584717237267,-0.14390644524203422,0.5027416527857713,0.9482930896992713
1.800000000000006,0.5308633221079332,-0.044446020205717085,0.49122571940883386,0.928652315141621
2.000000000000006,0.5262919212607481,0.0525838425214995,0.47850178722110126,0.904419731920706
2.2000000000000064,0.5213430430376002,0.1469546946827236,0.4647561297162385,0.8755087906930039
2.4000000000000066,0.5160359560033299,0.23848629440799507,0.45027112889605714,0.8421644149425451
2.6000000000000068,0.5104089024004397,0.32706314624114663,0.43539238505907196,0.8049570549124434
2.800000000000007,0.5045154458684359,0.41264324843162403,0.42048799233573664,0.7647231301084414
3.000000000000007,0.49841944772514596,0.4952583431754414,0.40590848704804805,0.7224671179687057
3.2000000000000064,0.49218957601588753,0.5750066432508432,0.3919546594054226,0.6792482668465116
3.4000000000000075,0.48589417851106087,0.6520402069376106,0.37885746571837586,0.6360751765048702
3.6000000000000085,0.47959711931616394,0.7265496295381944,0.3667708370207814,0.5938253837366219
3.800000000000008,0.4733548794068209,0.7987485417459232,0.35577535659396387,0.5531978133111422
4.000000000000007,0.467214943043944,0.8688597721757794,0.34588922640364195,0.5146971334387909
4.200000000000008,0.4612152934065182,0.9371042323073802,0.3370827116185078,0.47864315649035527
4.400000000000009,0.4553847401870861,1.003692856823183,0.3292929492662613,0.4451961199483696
4.6000000000000085,0.44974378522040886,1.0688214120138846,0.32243709619362315,0.41438923047678466
4.800000000000008,0.4443057698542976,1.1326676953006318,0.3192314164337373,0.3996431035813097
